,end_time,lecture,lecture_name,lecture_no,sentence,start_time,sub_lecture,tokenized_sentence
567,00:02:00,5,Recommender Systems- Content-based Filtering - Part 1 ,4.6,So a recommender system is sometimes called a filtering system.,00:01:56,10,So recommender system sometimes called filtering system
568,00:02:05,5,Recommender Systems- Content-based Filtering - Part 1 ,4.6,And it's because recommending useful items to people is like,00:02:00,10,And recommending useful items people like
569,00:02:10,5,Recommender Systems- Content-based Filtering - Part 1 ,4.6,discarding or filtering out the useless articles.,00:02:05,10,discarding filtering useless articles
570,00:02:14,5,Recommender Systems- Content-based Filtering - Part 1 ,4.6,"So in this sense, they are kind of similar.",00:02:10,10,So sense kind similar
571,00:02:20,5,Recommender Systems- Content-based Filtering - Part 1 ,4.6,"And in all the cases, the system must make a binary decision.",00:02:16,10,And cases system must make binary decision
572,00:02:25,5,Recommender Systems- Content-based Filtering - Part 1 ,4.6,"And usually, there is a dynamic source of information items,",00:02:20,10,And usually dynamic source information items
573,00:02:30,5,Recommender Systems- Content-based Filtering - Part 1 ,4.6,"and you have some knowledge about the user's interest, and then the system would",00:02:25,10,knowledge user interest system would
574,00:02:34,5,Recommender Systems- Content-based Filtering - Part 1 ,4.6,"make a delivery decision, whether this item is interesting to the user.",00:02:30,10,make delivery decision whether item interesting user
575,00:02:39,5,Recommender Systems- Content-based Filtering - Part 1 ,4.6,And then if it is interesting then the system would recommend the article to,00:02:34,10,And interesting system would recommend article
576,00:02:39,5,Recommender Systems- Content-based Filtering - Part 1 ,4.6,the user.,00:02:39,10,user
577,00:02:49,5,Recommender Systems- Content-based Filtering - Part 1 ,4.6,"So the basic filtering question here is really, will this user like, this item?",00:02:43,10,So basic filtering question really user like item
578,00:02:50,5,Recommender Systems- Content-based Filtering - Part 1 ,4.6,Will U like item X?,00:02:49,10,Will U like item X
579,00:02:56,5,Recommender Systems- Content-based Filtering - Part 1 ,4.6,"And there are two ways to answer this question if you think about it, right?",00:02:50,10,And two ways answer question think right
580,00:03:00,5,Recommender Systems- Content-based Filtering - Part 1 ,4.6,"One is look at what items U likes, and",00:02:56,10,One look items U likes
581,00:03:03,5,Recommender Systems- Content-based Filtering - Part 1 ,4.6,then we can see if X is actually like those items.,00:03:00,10,see X actually like items
582,00:03:11,5,Recommender Systems- Content-based Filtering - Part 1 ,4.6,"The other is to look at who likes X ,and we can see if this user looks like a,",00:03:05,10,The look likes X see user looks like
583,00:03:16,5,Recommender Systems- Content-based Filtering - Part 1 ,4.6,"one of those users, or like most of those users.",00:03:11,10,one users like users
584,00:03:18,5,Recommender Systems- Content-based Filtering - Part 1 ,4.6,And these strategies can be combined.,00:03:16,10,And strategies combined
585,00:03:20,5,Recommender Systems- Content-based Filtering - Part 1 ,4.6,If we follow the first strategy and,00:03:18,10,If follow first strategy
586,00:03:26,5,Recommender Systems- Content-based Filtering - Part 1 ,4.6,"look at item similarity in the case of recommended text objects,",00:03:20,10,look item similarity case recommended text objects
587,00:03:31,5,Recommender Systems- Content-based Filtering - Part 1 ,4.6,then we are talking about a content-based filtering or content-based recommendation.,00:03:26,10,talking content based filtering content based recommendation
588,00:03:37,5,Recommender Systems- Content-based Filtering - Part 1 ,4.6,"If we look at the second strategy then, this will compare users.",00:03:31,10,If look second strategy compare users
589,00:03:40,5,Recommender Systems- Content-based Filtering - Part 1 ,4.6,"And in this case, we're exploiting user similarity,",00:03:37,10,And case exploiting user similarity
590,00:03:43,5,Recommender Systems- Content-based Filtering - Part 1 ,4.6,and the technique is often called a collaborative filtering.,00:03:40,10,technique often called collaborative filtering
591,00:03:49,5,Recommender Systems- Content-based Filtering - Part 1 ,4.6,So let's first look at the content-based filtering system.,00:03:46,10,So let first look content based filtering system
592,00:03:51,5,Recommender Systems- Content-based Filtering - Part 1 ,4.6,This is what a system would look like.,00:03:49,10,This system would look like
593,00:03:56,5,Recommender Systems- Content-based Filtering - Part 1 ,4.6,"Inside the system, there would be a binary classifier that would have some",00:03:52,10,Inside system would binary classifier would
594,00:04:00,5,Recommender Systems- Content-based Filtering - Part 1 ,4.6,"knowledge about the user's interests, and it's called the user interest profile.",00:03:56,10,knowledge user interests called user interest profile
595,00:04:05,5,Recommender Systems- Content-based Filtering - Part 1 ,4.6,It maintains the profile to keep track of the user's interest.,00:04:02,10,It maintains profile keep track user interest
596,00:04:10,5,Recommender Systems- Content-based Filtering - Part 1 ,4.6,"And then there is a utility function to guide the user to make decisions, and",00:04:06,10,And utility function guide user make decisions
597,00:04:13,5,Recommender Systems- Content-based Filtering - Part 1 ,4.6,I'll explain the utility of the function in a moment.,00:04:10,10,I explain utility function moment
598,00:04:17,5,Recommender Systems- Content-based Filtering - Part 1 ,4.6,It helps the system decide where to set the threshold.,00:04:13,10,It helps system decide set threshold
599,00:04:20,5,Recommender Systems- Content-based Filtering - Part 1 ,4.6,And then the accepted documents will be those that have passed,00:04:17,10,And accepted documents passed
600,00:04:23,5,Recommender Systems- Content-based Filtering - Part 1 ,4.6,the threshold according to the classifier.,00:04:20,10,threshold according classifier
601,00:04:28,5,Recommender Systems- Content-based Filtering - Part 1 ,4.6,"There should be also an initialization module that would take a user's input,",00:04:23,10,There also initialization module would take user input
602,00:04:35,5,Recommender Systems- Content-based Filtering - Part 1 ,4.6,"maybe from a user's, specified keywords, or a chosen category, et cetera.",00:04:28,10,maybe user specified keywords chosen category et cetera
603,00:04:38,5,Recommender Systems- Content-based Filtering - Part 1 ,4.6,"And this will be, to feed the system with a initial user profile.",00:04:35,10,And feed system initial user profile
604,00:04:43,5,Recommender Systems- Content-based Filtering - Part 1 ,4.6,There is also typically a learning module that will learn from,00:04:39,10,There also typically learning module learn
605,00:04:45,5,Recommender Systems- Content-based Filtering - Part 1 ,4.6,users' feedback over time.,00:04:43,10,users feedback time
606,00:04:49,5,Recommender Systems- Content-based Filtering - Part 1 ,4.6,"Now note that in this case, typically users' information need is stable so",00:04:45,10,Now note case typically users information need stable
607,00:04:53,5,Recommender Systems- Content-based Filtering - Part 1 ,4.6,"the system would have a lot of opportunities to observe the users,",00:04:49,10,system would lot opportunities observe users
608,00:04:58,5,Recommender Systems- Content-based Filtering - Part 1 ,4.6,"you know, if the user has taken a recommended item as viewed that, and",00:04:53,10,know user taken recommended item viewed
609,00:05:04,5,Recommender Systems- Content-based Filtering - Part 1 ,4.6,"this is a cu, a signal to indicate that the recommended item may be relevant.",00:04:58,10,cu signal indicate recommended item may relevant
610,00:05:07,5,Recommender Systems- Content-based Filtering - Part 1 ,4.6,"If the user discarded it, no, it's not relevant.",00:05:04,10,If user discarded relevant
611,00:05:11,5,Recommender Systems- Content-based Filtering - Part 1 ,4.6,"And so, such feedback can be a long-term feedback and can last for a long time and",00:05:07,10,And feedback long term feedback last long time
612,00:05:16,5,Recommender Systems- Content-based Filtering - Part 1 ,4.6,"the system can clock, collect a lot of information about this user's interests.",00:05:11,10,system clock collect lot information user interests
613,00:05:19,5,Recommender Systems- Content-based Filtering - Part 1 ,4.6,And this can then be used to improve the classifier.,00:05:16,10,And used improve classifier
614,00:05:24,5,Recommender Systems- Content-based Filtering - Part 1 ,4.6,Now whats the criteria for evaluating such a system?,00:05:19,10,Now whats criteria evaluating system
615,00:05:30,5,Recommender Systems- Content-based Filtering - Part 1 ,4.6,How do we know this filtering system actually performs well?,00:05:24,10,How know filtering system actually performs well
616,00:05:35,5,Recommender Systems- Content-based Filtering - Part 1 ,4.6,"Now in this case we cannot use the ranking evaluation measures, like a map,",00:05:30,10,Now case cannot use ranking evaluation measures like map
617,00:05:38,5,Recommender Systems- Content-based Filtering - Part 1 ,4.6,"because we can't afford waiting for a lot of documents,",00:05:35,10,afford waiting lot documents
618,00:05:42,5,Recommender Systems- Content-based Filtering - Part 1 ,4.6,and then rank the documents to make a decision for the user.,00:05:38,10,rank documents make decision user
619,00:05:47,5,Recommender Systems- Content-based Filtering - Part 1 ,4.6,"And so, the system must make a decision, in real time,",00:05:42,10,And system must make decision real time
620,00:05:51,5,Recommender Systems- Content-based Filtering - Part 1 ,4.6,in general to decide whether the item is above the threshold or not.,00:05:47,10,general decide whether item threshold
621,00:05:55,5,Recommender Systems- Content-based Filtering - Part 1 ,4.6,"So in other words, we're trying to decide absolute relevance.",00:05:51,10,So words trying decide absolute relevance
622,00:06:01,5,Recommender Systems- Content-based Filtering - Part 1 ,4.6,So in this case one common use strategy is to use a utility function,00:05:56,10,So case one common use strategy use utility function
623,00:06:03,5,Recommender Systems- Content-based Filtering - Part 1 ,4.6,through a valid system.,00:06:01,10,valid system
624,00:06:08,5,Recommender Systems- Content-based Filtering - Part 1 ,4.6,"So here I show a linear utility function that's defined as, for example,",00:06:03,10,So I show linear utility function defined example
